flowering_season,plant_id,notes,origin,description,flowering,spacing,growth_rate,native,nickname,height,hebrew_name,latin_name,image_url,evergreen,duplicate_of,plant_type,water,climate_zones,resistance,duplicate_status,foliage,flower_color,uniqueness,light,letter,family,coastal,care,id,created_date,updated_date,created_by_id,created_by,is_sample
,,,,תיאור,,מ- 2 מטר עד 3 מטר,,,,מ- 3 מטר עד 5 מטר,זלזלת הקנוקנות,Clematis cirrhosa,,,,,בינונית,,,,,"לבן, קרם",,שמש מלאה,,,,,69a501cbe89a945ee7838cb5,2026-03-02T03:19:39.967000,2026-03-02T03:19:39.967000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,,,,,,מ- 2 מטר עד 5 מטר,,,,מ- 3 מטר עד 5 מטר,זלזלת גפנית,Clematis viticella,https://sloner.co.il/wp-content/uploads/2018/08/זלזלת-גפנית7.jpg,,,,נמוכה,,,,,"לבן, קרם",,שמש מלאה,,,,,69a501c68c4bc4bb4a4453d9,2026-03-02T03:19:34.041000,2026-03-02T03:19:34.041000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,,,,,,מ- 5 מטר עד 12 מטר,,,,מ- 5 מטר עד 12 מטר,זית אירופי,Olea europaea,https://sloner.co.il/wp-content/uploads/2018/08/זית-אירופי-5.jpg,,,,נמוכה,,,,,"לבן, ירוק",,שמש מלאה,,,,,69a501bf75d5308ae6f52035,2026-03-02T03:19:27.524000,2026-03-02T03:19:27.524000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,,,,,,"מ- 70 ס""מ עד 1 מטר",,,,"מ- 20 ס""מ עד 50 ס""מ",זיף-נוצה שיבולת-שועלי צורה מוריקה,Pennisetum alopecuroides f. viridescens,https://sloner.co.il/wp-content/uploads/2018/08/זיף-נוצה-שיבולת-שועלי-צורה-מוריקה1.jpg,,,,בינונית,,,,,סגול,,שמש מלאה,,,,,69a501baee62553249617b7f,2026-03-02T03:19:22.572000,2026-03-02T03:19:22.572000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,,,,,,"מ- 40 ס""מ עד 70 ס""מ",,,,"מ- 50 ס""מ עד 1 מטר",זיף-נוצה שיבולת-שועלי 'קסיאן',Pennisetum alopecuroides 'Cassian',https://sloner.co.il/wp-content/uploads/2018/08/זיף-נוצה-שיבולת-שועלי-קסיאן4.jpg,,,,בינונית,,,,,"לבן, חום – אדום",,שמש מלאה,,,,,69a501b4972b8bb45518e0f4,2026-03-02T03:19:16.972000,2026-03-02T03:19:16.972000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,,,,,,"מ- 20 ס""מ עד 40 ס""מ",,,,"מ- 20 ס""מ עד 50 ס""מ",זיף-נוצה שיבולת-שועלי 'ליטל באני',Pennisetum alopecuroides 'Little Bunny',,,,,בינונית,,,,,"לבן, קרם",,שמש מלאה,,,,,69a501af0d177423fadd51aa,2026-03-02T03:19:11.769000,2026-03-02T03:19:11.769000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,,,,,,"מ- 40 ס""מ עד 70 ס""מ",,,,"מ- 50 ס""מ עד 1 מטר",זיף-נוצה שיבולת-שועלי 'המלן',Pennisetum alopecuroides 'Hameln',,,,,בינונית,,,,,"לבן, קרם",,שמש מלאה,,,,,69a501aaa7a88e2858ee752a,2026-03-02T03:19:06.126000,2026-03-02T03:19:06.126000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,,,,,,"מ- 40 ס""מ עד 70 ס""מ",,,,"מ- 50 ס""מ עד 1 מטר",זיף-נוצה כחלחל 'גייד פרינסס',Pennisetum glaucum 'Jade princess',https://sloner.co.il/wp-content/uploads/2018/08/זיף-נוצה-כחלחל-גייד-פרינסס1.jpg,,,,בינונית,,,,,סגול,,שמש מלאה,,,,,69a501a4b77ce99b38a76607,2026-03-02T03:19:00.052000,2026-03-02T03:19:00.052000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,,,,,,"מ- 70 ס""מ עד 1 מטר",,,,מ- 1 מטר עד 2 מטר,זיף-נוצה זיפנית 'ארגמני',Pennisetum setaceum 'Purpureum',https://sloner.co.il/wp-content/uploads/2018/08/זיף-נוצה-זיפנית-ארגמני8.jpg,,,,בינונית,,,,,אדום,,שמש מלאה,,,,,69a5019ede010232ecfb5794,2026-03-02T03:18:54.837000,2026-03-02T03:18:54.837000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,,,,,,"מ- 20 ס""מ עד 40 ס""מ",,,,"מ- 50 ס""מ עד 1 מטר",זוטה לבנה,Micromeria fruticosa,https://sloner.co.il/wp-content/uploads/2018/08/זוטה-לבנה4.jpg,,,,בינונית,,,,,ורוד,,שמש מלאה,,,,,69a5018eff0885aada38d6a3,2026-03-02T03:18:38.103000,2026-03-02T03:18:38.103000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,,,,זוגיים עדינים,,"מ- 70 ס""מ עד 1 מטר",,,,מ- 3 מטר עד 5 מטר,זוגיים עדינים,Dizygotheca elegantissima,https://sloner.co.il/wp-content/uploads/2018/08/זוגיים-עדינים1.jpg,,,,בינונית,,,,,,,צל חלקי,,,,,69a50183df959079ebe3fb6a,2026-03-02T03:18:27.667000,2026-03-02T03:18:27.667000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,,,,,,"מ- 40 ס""מ עד 70 ס""מ",,,,"מ- 50 ס""מ עד 1 מטר",וריסיה הדורה,Vriesia splendens,https://sloner.co.il/wp-content/uploads/2018/08/וריסיה-הדורה7.jpg,,,,בינונית,,,,,אדום,,צל מלא,,,,,69a5017a4c1d43fbfeec74c9,2026-03-02T03:18:18.379000,2026-03-02T03:18:18.379000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,,,,,,"מ- 20 ס""מ עד 40 ס""מ",,,,"מ- 50 ס""מ עד 1 מטר",ורוניקה משובלת,Veronica spicta,https://sloner.co.il/wp-content/uploads/2018/08/ורוניקה-משובלת3.jpg,,,,בינונית,,,,,"לבן, ורוד, כחול",,שמש מלאה,,,,,69a50175aa971c4a22dfed64,2026-03-02T03:18:13.172000,2026-03-02T03:18:13.172000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,,,,,,"מ- 70 ס""מ עד 1 מטר",,,,מ- 1 מטר עד 2 מטר,ורדים מקבוצת כלאי התה,Hybrid Tea roses,https://sloner.co.il/wp-content/uploads/2018/08/ורדים-מקבוצת-כלאי-התה4.jpg,,,,בינונית,,,,,שלל צבעים,,שמש מלאה,,,,,69a5016e435683c84162da72,2026-03-02T03:18:06.818000,2026-03-02T03:18:06.818000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,,,,,,"מ- 70 ס""מ עד 1 מטר",,,,מ- 1 מטר עד 2 מטר,ורדים מקבוצת הפלוריבונדה,Floribunda roses,https://sloner.co.il/wp-content/uploads/2018/08/ורדים-מקבוצת-הפלוריבונדה5.jpg,,,,בינונית,,,,,שלל צבעים,,שמש מלאה,,,,,69a50169b234966e6c947d9b,2026-03-02T03:18:01.346000,2026-03-02T03:18:01.346000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,,,,,,"מ- 40 ס""מ עד 70 ס""מ",,,,"מ- 20 ס""מ עד 50 ס""מ",ורדים מקבוצת הננסיים,Miniature roses,https://sloner.co.il/wp-content/uploads/2018/08/ורדים-מקבוצת-הננסיים9.jpg,,,,בינונית,,,,,שלל צבעים,,שמש מלאה,,,,,69a501635b15fda2c5eb42f9,2026-03-02T03:17:55.849000,2026-03-02T03:17:55.849000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,,,,,,מ- 1.5 מטר עד 2 מטר,,,,מ- 2 מטר עד 3 מטר,ורדים מקבוצת המטפסים,Climbing roses,https://sloner.co.il/wp-content/uploads/2018/08/ורדים-מקבוצת-המטפסים7.jpg,,,,בינונית,,,,,שלל צבעים,,שמש מלאה,,,,,69a5015c6c28e03c12ef0596,2026-03-02T03:17:48.212000,2026-03-02T03:17:48.212000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,,,,,,"מ- 40 ס""מ עד 70 ס""מ",,,,מ- 1 מטר עד 2 מטר,ורדים מקבוצת הכיסוי,Ground cover roses,,,,,בינונית,,,,,שלל צבעים,,שמש מלאה,,,,,69a5015505fc6d48822dc0ec,2026-03-02T03:17:41.162000,2026-03-02T03:17:41.162000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,,,,,,מ- 1 מטר עד 1.5 מטר,,,,מ- 1 מטר עד 2 מטר,ורדים אנגליים,English roses,https://sloner.co.il/wp-content/uploads/2018/08/ורדים-אנגליים2.jpg,,,,בינונית,,,,,שלל צבעים,,שמש מלאה,,,,,69a50150f0f019eefa22fffe,2026-03-02T03:17:36.291000,2026-03-02T03:17:36.291000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,,,,,,מ- 2 מטר עד 5 מטר,,,,מ- 2 מטר עד 5 מטר,ורד בנקסי,Rosa banksiae,https://sloner.co.il/wp-content/uploads/2018/10/ורד-בנקסי5.jpg,,,,בינונית,,,,,"לבן, צהוב",,שמש מלאה,,,,,69a5014ab62f107c575a0a18,2026-03-02T03:17:30.461000,2026-03-02T03:17:30.461000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,,,,,,"מ- 20 ס""מ עד 40 ס""מ",,,,"מ- 20 ס""מ עד 50 ס""מ",ורבנה מינים שרועים וצמודי קרקע,Verbena sp.,https://sloner.co.il/wp-content/uploads/2018/08/ורבנה-מינים-שרועים-וצמודי-קרקע-5.jpg,,,,בינונית,,,,,"ורוד, לבן, סגול",,שמש מלאה,,,,,69a50140c20abab81d297907,2026-03-02T03:17:20.300000,2026-03-02T03:17:20.300000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,,,,,,"מ- 40 ס""מ עד 70 ס""מ",,,,"מ- 50 ס""מ עד 1 מטר",ולטהימיה,Veltheimia,https://sloner.co.il/wp-content/uploads/2018/08/ולטהימיה2.jpg,,,,בינונית,,,,,"ורוד, אדום",,צל חלקי,,,,,69a501172fc9d712ab9b964c,2026-03-02T03:16:39.736000,2026-03-02T03:16:39.736000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,,,,צמח בעל צבע פריחה כחול והעלווה שלו ירוקה,,"מ- 40 ס""מ עד 70 ס""מ",,,,"מ- 20 ס""מ עד 50 ס""מ",וינקה גדולה,Vinca major,https://sloner.co.il/wp-content/uploads/2018/08/וינקה-גדולה4.jpg,,,,בינונית,,,,,כחול,,צל חלקי,,,,,69a5010cc9828f62d2f0e2c6,2026-03-02T03:16:28.490000,2026-03-02T03:16:28.490000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,,,,,,מ- 1.5 מטר עד 2 מטר,,,,מ- 1 מטר עד 2 מטר,ויגלה ורודה 'ג'אווה רד',Weigela florida 'Java Red',,,,,נמוכה,,,,,ורוד,,שמש מלאה,,,,,69a50106972b8bb45518e09b,2026-03-02T03:16:22.171000,2026-03-02T03:16:22.171000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,,,,,,,,,,,וטסוניה זנים שונים,Watsonia sp.,https://sloner.co.il/wp-content/uploads/2018/08/וטסוניה-זנים-שונים4.jpg,,,,בינונית,,,,,שלל צבעים,,שמש מלאה,,,,,69a50100e33a6d2fa8a3fb21,2026-03-02T03:16:16.702000,2026-03-02T03:16:16.702000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,,,,,,,,,,,וושינגטוניה חסונה,Washingtonia robusta,,,,,נמוכה,,,,,לא משמעותי,,שמש מלאה,,,,,69a500fcb82b0efa2d9e160d,2026-03-02T03:16:12.090000,2026-03-02T03:16:12.091000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,,,,,,,,,,,וומפי,Clausena lansium,,,,,גבוהה,,,,,לא משמעותי,,שמש מלאה,,,,,69a500f6b75736c06a5116e2,2026-03-02T03:16:06.989000,2026-03-02T03:16:06.989000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,,,,,,מ- 2 מטר עד 5 מטר,,,,מ- 5 מטר עד 12 מטר,וודיטיה ביפורקטה,Wodyetia bifurcata,,,,,נמוכה,,,,,לא משמעותי,,צל חלקי,,,,,69a500f23bfa5baa316443a0,2026-03-02T03:16:02.177000,2026-03-02T03:16:02.177000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,,,,לא משמעותי,,"עד 20 ס""מ",,,,"עד 20 ס""מ",הלקסינה זוחלת,Helxine (Soleirolia) soleirolii,https://sloner.co.il/wp-content/uploads/2018/08/הלקסינה-זוחלת1.jpg,,,,גבוהה,,,,,,,צל חלקי,,,,,69a500be1f63321dfdcdcd75,2026-03-02T03:15:10.071000,2026-03-02T03:15:10.071000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,,,,,,,,,,מ- 1 מטר עד 2 מטר,הליקוניה ביהאיי,Heliconia bihai,https://sloner.co.il/wp-content/uploads/2018/08/הליקוניה-ביהאיי2.jpg,,,,בינונית,,,,,לא משמעותי,,צל חלקי,,,,,69a500b215fa152b40792522,2026-03-02T03:14:58.705000,2026-03-02T03:14:58.705000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,,,,תיאור,,"מ- 40 ס""מ עד 70 ס""מ",,,,"מ- 50 ס""מ עד 1 מטר",היפואסטס ממולען,Hypoestes aristata,https://sloner.co.il/wp-content/uploads/2018/08/היפואסטס-ממולען2.jpg,,,,בינונית,,,,,סגול,,צל חלקי,,,,,69a500ada2354243aab5e331,2026-03-02T03:14:53.891000,2026-03-02T03:14:53.891000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,,,,תיאור,,"מ- 70 ס""מ עד 1 מטר",,,,מ- 5 מטר עד 12 מטר,היברטיה מטפסת,Hibbertia scandens,,,,,בינונית,,,,,צהוב,,שמש מלאה,,,,,69a5009d0be304ad98d5aa0b,2026-03-02T03:14:37.880000,2026-03-02T03:14:37.880000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,,,,,,"מ- 70 ס""מ עד 1 מטר",,,,מ- 1 מטר עד 2 מטר,היביסקוס עב-גביע 'מאדים',Hibiscus sabdariffa 'Rubra',https://sloner.co.il/wp-content/uploads/2018/08/היביסקוס-עב-גביע-מאדים1.jpg,,,,בינונית,,,,,ורוד,,שמש מלאה,,,,,69a50093ea27c45bd6df1b1b,2026-03-02T03:14:27.853000,2026-03-02T03:14:27.853000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,,,,,,"מ- 40 ס""מ עד 70 ס""מ",,,,מ- 1 מטר עד 2 מטר,היביסקוס מצוי 'יפהפיית הדרום',Hibiscus moscheutos 'Southern Belle',https://sloner.co.il/wp-content/uploads/2018/08/היביסקוס-מצוי-יפהפיית-הדרום4.jpg,,,,בינונית,,,,,"לבן, ורוד, בורדו",,צל חלקי,,,,,69a5007f00f1d19d5e6bd277,2026-03-02T03:14:07.752000,2026-03-02T03:14:07.752000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,,,,,,"מ- 20 ס""מ עד 40 ס""מ",,,,"מ- 50 ס""מ עד 1 מטר",הוסטה קריספולה,Hosta crispula,https://sloner.co.il/wp-content/uploads/2018/08/הוסטה-קריספולה2.jpg,,,,בינונית,,,,,ורוד,,צל חלקי,,,,,69a5006235d3de6eca5b3fa5,2026-03-02T03:13:38.543000,2026-03-02T03:13:38.543000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,,,,תיאור,,מ- 1 מטר עד 1.5 מטר,,,,"מ- 50 ס""מ עד 1 מטר",הוסטה סיבולדיאנה 'נאה',Hosta sieboldiana 'Elegans',https://sloner.co.il/wp-content/uploads/2018/08/הוסטה-סיבולדיאנה-נאה7.jpg,,,,בינונית,,,,,לבן,,צל חלקי,,,,,69a5005dddf36048ed1e6a27,2026-03-02T03:13:33.965000,2026-03-02T03:13:33.965000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,,,,,,,,,,"מ- 20 ס""מ עד 50 ס""מ",הויכרה קטנת-פרחים,Heuchera micrantha,https://sloner.co.il/wp-content/uploads/2018/08/הויכרה-קטנת-פרחים6.jpg,,,,בינונית,,,,,"לבן, אדום",,צל חלקי,,,,,69a50058b51e1b24d2c0dbd4,2026-03-02T03:13:28.883000,2026-03-02T03:13:28.883000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,,,,תיאור,,,,,,"מ- 20 ס""מ עד 50 ס""מ",הוטוניה לבובה 'קמיליון',Houttuynia cordata 'Chameleon',https://sloner.co.il/wp-content/uploads/2018/08/הוטוניה-לבובה-קמיליון1.jpg,,,,גבוהה,,,,,לא משמעותי,,צל חלקי,,,,,69a50053b8f28932e2d4e01f,2026-03-02T03:13:23.334000,2026-03-02T03:13:23.334000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,,,,תיאור,,,,,,מ- 2 מטר עד 3 מטר,הוויאה פורסטריאנה,Howea forsteriana,https://sloner.co.il/wp-content/uploads/2018/08/הוויאה-פורסטריאנה3.jpg,,,,בינונית,,,,,לא משמעותי,,צל חלקי,,,,,69a5004d1599b4a22223aa15,2026-03-02T03:13:17.505000,2026-03-02T03:13:17.505000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,,,,תיאור,,מ- 2 מטר עד 5 מטר,,,,מ- 3 מטר עד 5 מטר,הדר התפוז,Citrus sinensis,https://sloner.co.il/wp-content/uploads/2018/10/הדר-התפוז6.jpg,,,,בינונית,,,,,לבן,,שמש מלאה,,,,,69a50043136952b26ca520d0,2026-03-02T03:13:07.176000,2026-03-02T03:13:07.176000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,,,,,,מ- 2 מטר עד 5 מטר,,,,מ- 2 מטר עד 3 מטר,הדר הקלמונדין,Citrus mitis,https://sloner.co.il/wp-content/uploads/2018/08/הדר-הקלמונדין1.jpg,,,,בינונית,,,,,לבן,,שמש מלאה,,,,,69a5003c972b8bb45518dff0,2026-03-02T03:13:00.692000,2026-03-02T03:13:00.692000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,,,,,,מ- 2 מטר עד 5 מטר,,,,מ- 3 מטר עד 5 מטר,הדר הפומלית,Citrus paradisi x Citrus maxima,https://sloner.co.il/wp-content/uploads/2018/08/הדר-הפומלית3.jpg,,,,בינונית,,,,,לבן,,שמש מלאה,,,,,69a5003698d18c6d595ab51e,2026-03-02T03:12:54.909000,2026-03-02T03:12:54.909000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,,,,תיאור,,מ- 2 מטר עד 5 מטר,,,,מ- 3 מטר עד 5 מטר,הדר הפומלו,Citrus grandis (Citrus maxima),https://sloner.co.il/wp-content/uploads/2018/08/הדר-הפומלו4.jpg,,,,בינונית,,,,,לבן,,שמש מלאה,,,,,69a5003162831f6ac981b5b9,2026-03-02T03:12:49.549000,2026-03-02T03:12:49.549000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,,,,,,מ- 2 מטר עד 5 מטר,,,,מ- 3 מטר עד 5 מטר,הדר המנדרין,Citrus reticulata,https://sloner.co.il/wp-content/uploads/2018/08/הדר-המנדרין5.jpg,,,,בינונית,,,,,לבן,,שמש מלאה,,,,,69a5002b00f1d19d5e6bd248,2026-03-02T03:12:43.710000,2026-03-02T03:12:43.710000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,,,,הדר המינאולה,,מ- 2 מטר עד 5 מטר,,,,מ- 3 מטר עד 5 מטר,הדר המינאולה,Citrus × tangelo,,,,,בינונית,,,,,לבן,,שמש מלאה,,,,,69a50026ee62553249617a1d,2026-03-02T03:12:38.209000,2026-03-02T03:12:38.209000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,,,,,,מ- 2 מטר עד 5 מטר,,,,מ- 2 מטר עד 3 מטר,הדר הלימקווט,Fortunella japanica x Citrus aurantifolia,https://sloner.co.il/wp-content/uploads/2018/08/הדר-הלימקווט1.jpg,,,,בינונית,,,,,לבן,,שמש מלאה,,,,,69a5001f2fc9d712ab9b960b,2026-03-02T03:12:31.802000,2026-03-02T03:12:31.802000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,,,,,,מ- 2 מטר עד 5 מטר,,,,מ- 3 מטר עד 5 מטר,הדר הלימון,Citrus x limon,https://sloner.co.il/wp-content/uploads/2018/08/הדר-הלימון1.jpg,,,,בינונית,,,,,לבן,,שמש מלאה,,,,,69a5001a8a127df7d38780b1,2026-03-02T03:12:26.574000,2026-03-02T03:12:26.574000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,,,,,,מ- 2 מטר עד 5 מטר,,,,מ- 3 מטר עד 5 מטר,הדר הליים,Citrus × latifolia,https://sloner.co.il/wp-content/uploads/2018/08/הדר-הליים1.jpg,,,,בינונית,,,,,לבן,,שמש מלאה,,,,,69a50014e738ed58bba7dd74,2026-03-02T03:12:20.476000,2026-03-02T03:12:20.476000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,,,,,,מ- 2 מטר עד 5 מטר,,,,מ- 3 מטר עד 5 מטר,הדר האתרוג,Citrus medica,,,,,בינונית,,,,,לבן,,שמש מלאה,,,,,69a5000e066ffab6b83f508a,2026-03-02T03:12:14.347000,2026-03-02T03:12:14.347000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
,,,,תיאור,,מ- 2 מטר עד 5 מטר,,,,מ- 3 מטר עד 5 מטר,הדר האשכולית,Citrus paradisi,https://sloner.co.il/wp-content/uploads/2018/08/הדר-האשכולית1.jpg,,,,בינונית,,,,,לבן,,שמש מלאה,,,,,69a50008a1a3ed82aae8f68d,2026-03-02T03:12:08.783000,2026-03-02T03:12:08.783000,service_1a61fa1f-3494-4349-8349-4a40e20b92c7,service+1a61fa1f-3494-4349-8349-4a40e20b92c7@no-reply.base44.com,false
